source	mor	target
LAMC2	1	ITGB6
PSMA3	1	ANAPC7
VEGFC	1	PRKCE
CDC42	1	MAPK1
FXN	1	PPARG
PSMD5	1	RBX1
CXCL12	1	PLCG1
COL11A2	1	ITGB5
WNT4	1	CSNK1A1
NUP210	1	MDM2
MYD88	1	MAP3K14
ROCK2	-1	PPP1CC
PSMD12	1	CKS1B
PSMD11	1	CKS1B
ARHGAP24	1	CDKN1A
PRKACA	1	RCHY1
PPP2CB	-1	PRKCZ
FYN	1	GIT2
PSMD14	1	FZR1
FZD1	1	TCF3
TICAM1	1	NFKB1
PRKCA	1	LAMC2
THBS4	1	ITGB6
PSMA1	1	UBE2D1
TP53	1	BIK
MAP3K1	1	AR
PIK3CG	1	AKT3
CAST	-1	ITGA1
DUSP10	-1	MAPK12
GTF2H4	1	TAF12
LAMA4	1	ITGA10
SERPINE1	-1	TPT1
PIAS4	-1	STAT5B
ILK	1	PARP1
PSMA4	1	UBE2D1
COL4A2	1	ITGB4
AKT1	1	ABI2
AFDN	1	CTNNB1
RBL1	-1	MDM2
LYN	1	KLRG1
KLRG1	1	LYN
MET	1	ABI2
PSMB5	1	CKS1B
ERBB3	1	MAPK8
SUFU	-1	CTNNB1
UBXN1	1	ANAPC11
RELA	1	VEGFC
FGF17	1	MET
GNAI3	-1	ADCY7
NFIB	-1	CCND1
MAPK1	1	NFKB1
WASL	1	ACTR2
GK	1	DUSP1
TYK2	1	FOS
RELN	1	ITGB7
STAT3	1	VEGFC
TNFSF4	1	MAPK1
PRKCD	1	MSN
CDK9	1	GTF2F2
CUL1	-1	CDKN1C
PRKAR2A	-1	TLN1
PPP2R2A	-1	PRKCZ
YES1	1	HSPA8
PSMC2	1	ANAPC4
BMPR2	1	ATF2
PDGFB	1	STAT3
TAB3	1	CHUK
HPSE	1	VEGFC
PSMF1	1	UBE2D1
NUP35	1	SNRPE
PMEPA1	-1	AR
UBE2A	1	PLAT
RELN	1	ITGA1
GTF2H1	1	POLR2C
VEGFC	1	EGFR
FGFR2	1	PIK3R3
ROR2	1	DVL1
SNCA	-1	PSME4
PSME4	-1	SNCA
PRKCA	1	BCAR1
COL6A2	1	ITGA2B
MAPK1	1	TSC22D3
PPM1G	1	CDKN1A
ANAPC7	-1	CCNB2
PSMD8	1	ANAPC7
PSMD1	1	ANAPC4
STAT1	-1	TRAF2
PSMA1	1	CDC27
CCL2	1	NFATC1
SOCS4	-1	TYK2
CTBP1	-1	PPARD
FGF17	1	STAT5B
BCR	1	RHOA
EDN1	-1	CDH1
FN1	1	MYOM2
PRKX	1	CREB1
RAC2	-1	RHOA
RHOA	-1	RAC2
WNT4	1	FZD4
RACGAP1	1	RHOA
AKT1	1	CEP43
IRS1	1	STAT6
PREX1	1	RAC2
IL1B	1	FOSB
SPRY2	-1	HRAS
NUP214	1	HDAC4
HLA-A	1	VAV1
TFDP2	-1	RBBP4
LDLRAP1	1	EGFR
GRB2	-1	SMPD1
PTPN6	-1	IFNGR2
ACTB	1	TAF1
PSMD1	1	CUL1
CXCL12	1	PIK3CG
EDN1	1	EGF
MET	1	RAPGEF1
GSK3A	1	SRSF1
PSMC6	1	ANAPC1
SOCS3	-1	IL21R
TGFB1	1	L1CAM
RAC3	1	MAP2K6
APH1A	1	NOTCH3
GNAI2	1	RHOA
PAK1	1	EIF4H
ASAP1	-1	RHOA
EPHA2	1	BCAR1
RALB	1	PLD1
JUN	1	HMOX1
WNT7B	1	FZD6
PTEN	-1	EGFR
CALM3	1	CSNK1A1
CALM1	1	CSNK1A1
CALM2	1	CSNK1A1
SFRP1	-1	FZD7
JAK2	1	MAP3K1
MAP3K1	1	CREB1
PPM1A	-1	SMAD9
PSMC2	1	CDC23
TCF4	1	MYC
PPARGC1A	1	ACOX1
ABR	1	RHOA
AKT1	1	TRIP10
PAK1	1	MAPK11
GNAI2	1	PIK3CG
COL5A1	1	ITGB8
GNAI3	1	MAPK1
TNFRSF10D	-1	CASP10
PRKAR1A	-1	LAMA1
CASP8	1	EIF4A1
CSK	1	ETS1
TNS1	1	SRC
COL5A2	1	ITGAV
UBB	-1	BAX
WEE1	1	MTA1
UCHL5	1	CDC27
CXCL12	1	RAC1
HSPA8	-1	SMAD2
PIK3CG	1	PLCG2
WNT4	1	GNAS
STK38L	1	CTTN
NR3C1	-1	CXCL8
PPP3CA	1	CDC26
NF1	1	NR3C1
FLNA	1	CHUK
COL1A2	1	SDC2
MRTFA	1	FOS
MAPK3	1	VWF
CAPNS1	1	RHOA
AKT1	1	USP8
JUND	1	TIMP1
CDK3	1	CHEK1
PSENEN	1	CDH1
HDAC5	-1	SMAD3
DDR1	1	RPS6KA2
TGFB3	1	TAB1
CTDP1	1	GTF2H1
PSMD3	1	ANAPC4
GNA12	1	ARFGEF2
TLR2	1	IKBKB
NUP85	1	RAN
CDK5	1	CBL
CFL2	1	APAF1
PSMB1	1	CDC26
FYN	1	ZYX
EPS15L1	1	CBL
JAK1	1	STAT4
RASA1	-1	KRAS
PTGS2	-1	CTSD
CBLB	-1	IFNAR1
SKP1	-1	GLI2
FANCM	1	DDAH2
CDC42	1	MAP4K2
FZR1	1	UBE2D1
PSMD14	1	ANAPC7
TNFSF10	1	IKBKG
DLL3	-1	DLL1
STAT5B	1	FAS
CDK5	1	UBE2A
SMURF1	1	HDAC1
PTPN6	-1	IL21R
LAMA1	1	ITGB5
PSMD13	1	CDC27
FOXA1	1	AP1B1
EGF	1	EPN1
BTG2	-1	FOXM1
TGFB3	1	FGF2
CCR10	1	GNAI3
ENAH	1	ACTR2
STAT6	1	EGR2
PSMD7	1	ANAPC10
PSMD13	1	FZR1
PSMD4	1	ELOC
TGFB1	1	MARCKS
FGFR4	1	ZYX
PLCG2	1	PLA2G6
NUP214	1	SNRPE
EPHA3	1	RHOA
CD40	1	APC
ERBB4	1	PLCG2
MYC	1	MMP2
CDC42	1	PIP5K1A
EPHA5	1	CDK5
HIF1A	1	HMOX1
RPS6KB1	1	TRIP6
TNFRSF1A	1	MAP4K4
HDAC1	-1	GLI3
GNG12	1	PLCB1
RAD23B	1	ANAPC7
PRKCA	1	TRIM24
PRMT5	1	TP53
PSMC2	1	UBE2C
IRF6	1	IL1R1
TBX2	-1	CDKN2A
SEM1	1	UBE2C
IRF1	1	NOD1
RB1	-1	MET
PSME2	1	UBE2E1
EGFR	1	ABI1
PSMD3	1	UBE2E1
PRKD1	1	SDC2
ELF3	1	EEF1A1
EPHA5	1	FYN
CXCL12	1	GNAI2
CCNG1	1	CCNB1
MAPK10	-1	IRS1
PDGFRB	1	RAB5A
NF1	1	RASA1
RAC3	1	IQGAP1
CDH1	-1	CCND1
BDNF	1	CDH2
CCNE1	-1	ANAPC2
FGF17	1	PIK3R1
JUN	1	ETV1
CDK2	-1	CDC16
PSMC4	1	UBE2C
MYB	1	ADORA2B
CSNK1D	1	YWHAH
CALR	1	BDKRB2
GNAI2	1	KRAS
SIRT1	-1	BCL2L11
PIK3R1	1	PRKCD
HBEGF	1	PIK3R3
GAB2	1	VAV2
CALML5	1	CAMK2B
ANAPC10	1	UBE2E1
TP53BP2	1	BAX
FANCL	1	FAAP24
FGFR2	1	PIK3CA
MAPK3	1	PTGS2
IGFBP7	1	PTGS1
PSMC1	1	CKS1B
NRAS	1	YWHAQ
ZYX	1	SRC
CAMK2B	-1	HDAC9
FZD1	1	GNAQ
RAP1B	1	MAPK9
ARFGEF2	1	RHOA
TP73	-1	CDKN1A
SUFU	1	ZEB1
PPP3CB	1	EPS15
DUSP14	-1	MAPK12
HAT1	1	STAT3
CCNG1	1	ATM
PPP3CA	1	ANAPC5
TP53	-1	NFE2L2
HSPA2	-1	MAPK9
HSPB1	1	HSF1
MYC	1	CKS1B
PTK2B	1	FHL2
GMFB	1	NFKB1
EGF	1	CTNND1
MAP2K1	1	PIK3CD
ROCK1	1	PIP4K2B
HOXA9	-1	TGFB1
GNB5	1	PIK3CB
MAPK3	-1	NCOR2
TRADD	-1	MAPK1
MKNK1	1	MTA1
MAP3K8	1	IKBKG
NOTCH1	1	SKP2
TGFB1	1	ITK
PPP3CB	1	ITCH
EPOR	1	JAK1
NPAS2	1	NR1D1
ADAM10	1	NOTCH4
ITGB4	1	HRAS
KAT2B	1	NCOA2
BDNF	1	RIT1
RASGRF2	1	NRAS
BDNF	1	KIDINS220
GNB3	1	PIK3CG
TRIP12	1	ANAPC7
PPARG	-1	VCAM1
STAT3	1	GLB1
PSMB4	1	BTRC
MAPK12	1	STAT1
STK11	1	BAD
USF1	1	TGFB1
HIPK1	1	CAMKK1
RAP1B	1	ITGB1
NLK	1	NFATC4
CTBP1	-1	TCF7
WASF3	1	APAF1
COL3A1	1	ITGA6
NFKB1	1	BCL2L1
TRAF2	1	NRK
RBL2	-1	CDC25A
TGFB1	1	MTOR
CDK5	1	PPP1R13L
IL1A	1	PLAU
PLAU	1	FN1
PRKCH	1	TJP1
ITGB4	1	CRKL
RRAS2	1	PIK3R3
MAX	1	EIF4E
PRKCA	1	EIF2B5
EPHA3	1	CDK5
NUP205	1	SLBP
PSME1	1	ANAPC1
HDAC8	-1	SMAD4
TRAF6	-1	ERBB3
TRAF6	-1	CSF1R
FZD1	1	AGA
JUP	1	PIK3CA
CCNT2	1	GTF2F2
AKT1	1	ITGB8
DIAPH1	1	APAF1
NUP35	1	KPNA1
ITGB6	1	BCAR1
EGF	1	PIK3CB
ADRM1	1	ANAPC11
AKT1	1	YWHAH
HMBS	1	HLA-E
JUP	1	MYC
TBK1	1	DNMT3A
RAC1	1	RELA
RHOA	-1	NFKBIA
SOS1	1	CCND3
PSMB8	1	CDK2
KRT5	-1	ICAM1
INPP5A	1	AKT1
PSMA6	1	CDC16
PRKCA	1	NFATC4
TNFRSF1A	1	MAP2K7
BCL6	-1	CHEK1
TRIP12	1	ANAPC2
HRAS	1	YWHAB
SOX9	1	FURIN
NRG1	1	PTK2
BUB1	1	LIG1
STAT5A	1	BCL2
TLE5	-1	MYC
STK40	1	RCHY1
PRKAR1B	1	GNAS
PRKACA	1	BCL2L1
TGFBR2	1	XPO1
KAT5	1	CAD
NRG1	1	PTPN11
PTPN11	-1	NRG1
FOSB	1	PLAU
NTRK1	1	RIT1
NUP43	1	XPO1
FGF2	1	FOS
CCNB1	1	BUB1B
LAMA3	1	ITGA2B
SUFU	1	DVL2
TBK1	1	XPO1
SMAD2	1	CDKN2B
PSMB7	1	FZR1
GSK3B	1	SEMA3A
FURIN	1	MMP2
EIF2AK2	1	TLR4
MET	1	PIK3CD
PSMA3	-1	SNCA
SNCA	-1	PSMA3
RANBP1	1	NUTF2
CSF1	1	SPP1
PSMD10	1	CUL1
TREX1	1	CHEK1
PPP2CA	1	YWHAG
PPARD	1	INSIG1
PTPN1	-1	PDGFB
KLF2	-1	WEE1
LAMC1	1	ITGA4
CCND1	-1	TFDP1
LY96	1	TRAF6
AR	1	CDC42
CFB	1	ASAH1
HDAC2	-1	GLI1
RAC1	1	MAP2K4
JUN	1	BCL2L11
FANCM	1	FANCD2
GRK5	1	EIF4H
RAP1B	1	PIK3R1
IGF2	-1	GSK3B
COL6A3	1	ITGB4
RPS6KA5	1	XPA
CD14	1	HSPD1
HOXA4	1	EGFR
LEF1	-1	CDKN2A
GNA14	1	MAPK14
NEK9	1	PPP1R13L
CCND1	-1	STAT1
STAT1	1	CCND1
COL5A2	1	ITGA2B
KITLG	1	SOS1
PNPLA2	1	MAPK1
MAPK7	1	PRKACA
PPARG	-1	SPP1
MAP2K1	1	RPS6KB1
EPHB2	1	RAC1
PSMC1	1	CDK2
DNAJA3	1	TP53
CAPN1	-1	MSN
MAPK13	1	MAPK1
PRKCA	1	PTEN
PIK3R1	1	RAC3
HDAC1	-1	VIM
MAPK8	1	MDM4
ZAP70	1	MAPK11
SMURF1	1	CCNB2
UBXN1	1	CUL5
BMPR1A	1	PRKACB
UBE2D1	1	UBE2C
EFNB2	1	PIK3CA
PSME4	1	RBX1
GNA12	1	PLCB1
CDK1	1	SKAP1
HDAC9	-1	SMAD4
LYN	1	GRB2
ITK	1	CSNK1G2
RAC1	1	MYC
THBS1	1	TIMP1
WEE1	1	METTL3
EP300	-1	IL6
MAPK7	1	TRIM28
TGFB2	1	SMAD5
NR1H3	1	MYC
GADD45B	1	MAPK8
WEE1	1	SRSF1
PSME4	1	ELOC
NFKB2	1	TRAF3
ITGA6	1	PTK2
HRAS	1	PIM1
MAP3K4	1	MAP2K7
CRKL	1	ABL2
POMP	1	FZR1
NRG1	1	MAP2K1
CD226	1	RBM39
NR3C1	-1	SERPINE1
INSR	1	AKT2
CBLB	-1	TYK2
RAPGEF3	1	RASSF5
TGFA	1	FGFR1
PSMD3	1	CDC26
PIK3R1	1	NFKB1
PRKAR1B	-1	LAMA1
LGALS3	1	IL6
ACTN1	-1	AGRN
TRIM28	1	TFDP2
GNA13	1	CYTH1
HIF1A	1	CDKN1A
LAMA5	1	AKT1
NUP88	1	SLBP
CD63	1	LTK
TFDP1	-1	SERPINE1
FOXM1	1	CCNB2
BMPR1B	1	MLX
HSPA1L	-1	MAPK10
MAX	-1	CCL5
PPP2R1A	1	PICALM
ARNT	1	HK1
IL6	1	SGK1
COL1A2	1	ITGA7
PTPA	1	RBL1
CASP9	1	EIF4E
HDAC3	-1	MEF2C
LAMA1	1	ITGA11
EFNB2	-1	HRAS
RHOA	1	MAPK9
LPAR2	-1	NFKBIA
THBS2	1	SDC3
SPP1	1	ITGA6
HDAC1	1	KLF4
STK25	1	ASAP3
RAP1B	1	VAV2
UBR1	1	ANAPC2
UXT	1	HAT1
POLD2	1	RPA1
PTK2B	1	MAP2K3
PRKAB2	-1	MLXIPL
ACTA1	1	RHOA
KRAS	1	SNCA
NTRK3	1	KRAS
PTGS2	1	PRKAB1
ITGA3	1	EGFR
PEBP1	-1	MAP2K6
PSMB5	1	CDK2
PAK1	1	MAX
TLR6	1	IKBKG
PTP4A1	1	CCNA2
TP53	1	CFLAR
MAD2L2	-1	ANAPC1
UBQLN1	1	ANAPC5
PDGFD	1	GAB1
SOCS7	-1	GHR
IGFBP2	-1	TP53
RPS6KB1	1	HSF1
RBL1	-1	MXI1
PAAF1	1	ANAPC4
RHOA	1	PRKCSH
PSMA5	1	FZR1
PAAF1	1	ANAPC10
STK16	1	IRF3
GNAI3	1	RAPGEF4
MAP2K1	-1	FRS2
ENPP2	1	PLAU
DUSP8	-1	MAPK1
HPGD	-1	ECM1
TRIM25	1	CDK7
PSMD2	1	CUL5
ITGA1	-1	DPF2
CAPN1	1	PIK3R1
CXCL12	1	RAP2B
ETS1	1	PGF
MYC	-1	NCOA3
CCNE1	-1	CDKN1C
STK40	1	PSMA6
SOCS4	-1	EPOR
BUB1	1	ZYX
RAC3	-1	NCKAP1
SNCA	-1	TRIP12
TRIP12	-1	SNCA
MAP2K7	1	TRIM21
MAPK12	1	JUN
SSTR1	1	PTPRU
PLCG1	1	GSN
MYC	-1	COL1A2
PTPRR	-1	MAPK11
ADCY7	1	PRKX
CDK6	1	ZHX1
CDC25A	1	CCND1
FYN	1	SDC2
MAP3K7	1	MAPK3
POM121	1	SNRPE
ITCH	-1	FGFR3
FYN	-1	EPHA2
PKN1	1	PPP2R5D
SUMO1	1	HDAC1
NEDD4L	-1	FGFR4
DNM1	1	NGF
PIP5K1A	1	WAS
PSME3	1	ANAPC10
TRADD	1	SMPD1
SOCS1	-1	IL4R
VAV1	1	MAPK8
RIPK2	-1	CASP10
TP53	1	THBS1
STK4	1	PPP1R13L
CLK2	1	RUVBL2
CDC42	1	TIAM1
MAPK9	1	PTK2B
PAAF1	1	UBE2C
PRKDC	1	CDKN2D
IL6	1	SERPINE1
FOS	1	VEGFC
FAIM	1	CD40
RPS6KB1	1	RPS4X
RBSN	1	PIK3R4
PSMD9	1	CDC23
FCER1G	1	SHC1
FOXO3	1	PIK3CG
CHP1	1	NFATC3
PSMB1	1	CDK2
COL4A1	1	ITGA7
COL6A1	1	ITGA5
CSNK1E	1	SKAP1
AURKB	1	MDFI
PSMD3	1	CDK2
LRP8	1	CRKL
GNAQ	1	HSPG2
MAX	-1	NDRG2
RB1	1	NFYA
COL11A1	1	ITGA5
ACTN1	1	CRKL
MTG1	1	WASF2
LYN	-1	EPHA1
PSMF1	1	CKS1B
CEBPB	1	ID1
PSMD14	1	UBE2C
MAP2K1	1	CXCL8
PPP2R1A	1	SFN
PIM1	1	TSC22D3
CTDP1	1	NELFB
FYN	1	CTTN
ERCC3	1	RPA1
TCF7L1	1	MITF
CD151	1	PIK3CA
CSK	1	PIK3CG
TP73	1	BAX
MAPKAPK5	1	CSDE1
FN1	1	PRKAR1B
PRKAR1B	-1	FN1
LIF	1	PLA2G4A
SFRP2	-1	FZD1
PKN2	-1	PRKCZ
FGF9	1	PLCG1
GDNF	1	MAPK14
HLA-A	-1	CSK
CCNE2	-1	ANAPC4
PAK1	1	ARHGAP20
WNT5A	1	GNB1
VWF	1	ITGB6
KIF20A	1	PRC1
HERC2	1	AURKA
TRIB3	1	UHMK1
NECTIN3	1	PTPRM
BCL2	-1	COX5B
EGF	1	PDGFRB
PSMC3	1	FZR1
WWP1	-1	EGFR
PRKACA	1	MDFI
MAPK1	1	RBBP4
CDK5	1	CDK2AP1
RPS6KB1	1	DOK1
PSME1	1	CDC20
PSMD5	1	UBE2C
PDGFD	1	SOS1
MAPK8	1	KAT5
ITGAV	1	PIK3CA
CAMK2A	1	PRKCD
LEF1	1	CCND1
CCNT2	1	POLR2J
FKBP1A	-1	SMAD3
PLCG1	1	CHP1
CDH13	1	RAC1
PITX2	-1	GNAS
PLCB4	1	PRKCD
POLD3	1	SRA1
SRA1	1	POLD3
GTF2H1	1	POLR2D
PPP1R13B	1	BAX
PRKCE	1	ITGB6
GNB1	1	MAP3K7
PSMD10	1	CDC20
PIK3R3	1	TXK
NFATC4	1	PTGS2
CCNE1	1	FOXM1
PAK4	1	ARHGEF6
CDK4	-1	TFDP1
MAPK12	1	CREB1
SDC2	1	FGFR2
UBQLN1	1	CDC27
NGF	1	SMPD2
LIMK2	1	PTK2B
EBI3	1	STAT5A
CTNNB1	-1	HDAC9
NELFB	1	FOSB
RPS6KB1	1	HNRNPK
COL5A1	1	ITGA7
LAMC1	1	ITGB7
UNC13B	1	VAMP2
RAD23B	1	CDK2
PRKAR2A	1	STMN1
GAB2	-1	KRAS
FN1	1	ICAM1
LGALS1	-1	COL1A2
APAF1	1	CASP7
MYC	-1	DDIT3
RPS6KA4	1	PPP1R13L
SMARCD1	1	GTF2F1
NGFR	-1	RHOC
EGFR	1	CXCL8
CXCL8	1	EGFR
PSMD2	1	UBE2E1
EFNB2	-1	NRAS
CD81	1	EZR
FOXM1	1	TGFA
SPDEF	1	SQSTM1
STK16	1	EEF1D
PROC	-1	ICAM1
CSNK1G1	1	YWHAE
UCHL5	1	CDC23
PHGDH	1	HLA-A
FGFR2	1	PIK3R1
CAMKK1	1	MDM4
STAT5A	1	PIM1
COL1A1	1	BIRC5
MAX	1	EIF4A1
RAPGEF2	1	TERF2IP
HNRNPR	1	FOS
AKT1	1	RPS6KB2
MAPK1	1	PLAUR
AGT	1	PLCG1
MAPK14	-1	ETV1
SMURF2	-1	FGFR2
VRK1	1	CREB1
SOCS1	-1	CBL
CASP6	1	EIF4A1
UNC5B	1	FYN
PSMA4	1	ANAPC5
ARNT	1	HMOX1
SAP30	-1	GLI3
GTF2H3	1	POLR2K
PMAIP1	1	BAK1
GNAI1	-1	BCAR1
PRKAR2A	-1	PXN
FEN1	1	POLD4
VEGFA	1	VCAM1
ERCC2	1	POLR2F
FN1	1	RHOA
RHOA	1	FN1
AKT2	-1	PAK1
MAP3K1	-1	NFATC3
WNT2B	1	FZD9
MAD2L2	-1	ANAPC13
RXRA	1	GK
CAMKK2	1	CDK16
MAPK3	-1	VCAM1
AP2A1	1	CBL
PRKCZ	1	BFAR
TRAF2	1	MAP2K3
YES1	1	G3BP1
ATF2	1	HRK
CDK5	1	SMYD2
PIK3R3	1	PDPK1
JAK2	1	CAMK2A
CLU	-1	TGFB1
PIAS1	-1	STAT2
FKBP1A	-1	TGFB2
SUMO1	1	CDH1
VDAC2	1	BAX
ADRM1	1	ANAPC5
MAPK1	-1	NCOR2
E2F3	1	E2F1
HIF1A	1	BHLHE41
RALB	1	MAPK14
ARAP1	-1	RHOA
TGFBR1	1	EIF2A
PRKACB	1	EP300
LPAR2	1	RELA
CASP4	1	EIF4G2
PRKCD	1	BCAR1
IL27RA	1	STAT3
PPP2R2A	1	YWHAE
TGFBR2	1	EIF4H
WNT3	1	FZD6
NR3C1	1	PIK3R1
PSMA7	1	ANAPC7
PNPLA2	-1	FGF2
NUP214	1	SUMO1
PRKAR1A	-1	PXN
TFE3	1	SERPINE1
MAPK11	1	FOS
TNKS	1	TERT
SSRP1	1	CASP3
IGF1R	1	PIK3CD
EDN1	1	MAPK8
E2F1	-1	CTNNB1
ITGA2B	1	ARF6
TRIP12	1	SKP1
PDGFB	1	FGFR2
EIF2S2	1	UBC
ALK	-1	TP53
PRKCD	1	ITGB3
EGF	1	CYTH2
MAPKAPK5	1	UBE2I
GLI2	1	WNT10A
ZNF274	1	TP53
PROC	1	SLC52A2
PSMA1	1	CDC16
NR1H3	1	NFKBIA
CCNE1	-1	ANAPC1
ZYX	1	CRKL
SIN3A	-1	MYC
RAC3	1	WASF3
DAXX	1	MAP2K4
MLST8	1	EIF3J
LAMA2	1	ITGA2B
COL5A3	1	ITGA5
AKT1	1	PDE3A
CDCA8	1	KIF23
TNFRSF1A	1	HDAC3
DYRK1B	1	PRKACA
FOSL1	1	IL6
FBLN1	-1	MAPK3
ITGB3	1	CRKL
MYC	1	EIF2S1
SMO	1	NCOA2
FOXM1	1	NFATC3
PSMB8	1	ELOC
KRAS	1	YWHAG
GNA12	1	ARFGEF1
YWHAZ	-1	RAD17
MMP2	1	CDH2
PSMB6	1	ELOC
FGFR4	1	GNA12
STAT4	1	ETV5
MTOR	-1	IRS2
GNAI2	-1	FRK
PLK1	1	ANAPC10
GNA12	1	ARHGEF5
IL1B	1	IL6
IL6	1	IL1B
DLC1	-1	RHOA
FN1	1	MAPK3
PTPN6	-1	OSMR
TBK1	1	ZAP70
PRKX	1	ATF4
UCHL5	1	ANAPC1
NRAS	1	SFN
CASP3	1	CTSL
WDR77	1	DDX20
TLR3	1	IDO1
HDAC3	-1	ATF2
TNC	1	EDNRA
PRKCA	1	SRA1
CAPNS1	1	LAMA1
TFDP1	-1	CBX5
CCNT1	1	NELFB
FBXO31	-1	NFKB1
PDGFB	1	NCK1
PIK3CA	1	MAPK7
STK24	1	KLHL25
EP300	1	EIF2S1
CDC26	1	UBE2C
ITGA7	1	BCAR1
PSMD7	1	ELOC
PRKACA	1	SMC3
MAP3K7	1	SMO
PRKAR1A	1	GNAS
TNFSF12	1	BIRC2
PTPN11	1	MAP2K2
CRKL	1	PIK3CD
BDNF	1	PIK3R1
AKT3	1	GNA12
FGF2	1	STAT5B
TNFRSF25	1	MAP3K14
EFNB1	1	SYNJ1
SIPA1	1	RASA1
PSMD9	1	ELOC
PPP3CC	1	PICALM
AMH	1	SMAD9
PAK1	1	ZBTB44
NCK2	1	RAC1
RAC1	-1	NCK2
CDK5	1	PRDM1
IRF6	1	PTGS2
ITGB1	-1	DPF2
PRKX	-1	GLI2
PTGER1	1	GNA11
SKP1	-1	CCNE2
JUN	1	PLAU
PSMB8	1	ANAPC4
CALML6	1	ADCY3
MAP3K7	1	AKT3
SIRT1	1	CDKN1B
STAT3	-1	MUC1
CBLB	-1	IL20RB
PRKCA	1	TGFB1I1
VCAM1	1	SRC
GNA11	1	CFB
DUSP2	-1	MAPK10
MAPK9	1	RPA2
FOS	1	KRT5
SOCS2	-1	IFNGR1
MAPK6	1	RCC1
LDLRAP1	1	CBL
COL1A1	1	ITGB7
FBXO31	-1	GLI2
HES1	-1	E2F1
TNFSF12	1	ICAM1
NPAS2	1	TIMELESS
GRAP2	1	HRAS
CXCL10	1	MAP2K6
PSMD9	1	ANAPC7
RAD23B	1	CDC20
UCHL5	1	ANAPC2
CBL	-1	IFNGR2
UCHL5	1	CUL1
SRPK1	1	MDFI
SH3BP5	-1	LYN
TNFRSF1A	1	MAP3K1
LPAR1	1	NFKB1
SYNGAP1	-1	HRAS
PSMC1	1	CDC23
MYB	-1	CSF1R
MAPK14	1	EIF4E
PIK3R1	1	MAP2K2
FRS2	1	PIK3CA
TP53	-1	TERT
PSMD12	1	ANAPC11
GNAI1	1	PIK3CA
TGFB1	-1	F2RL1
HDAC1	-1	MYEF2
TP73	1	CASP2
MAGED1	1	MAPK8
NRG1	1	STAT5B
JUN	1	CCND2
GNG10	1	PREX1
TYK2	1	ITGA3
PSMA6	1	BTRC
RELA	1	TGFB2
COL11A1	1	SDC4
NLK	1	PRKACA
BMPR2	1	UHMK1
UBE2I	1	UBE3A
CXCL2	1	CXCR5
FYN	1	EGF
GNB1	1	SHC1
PTK2B	1	TXN
FGF5	1	EGFR
PPP2CA	-1	RPS6KB2
EDN1	1	ICAM1
PXN	1	STAT3
NECTIN4	1	PARD3
ROCK2	1	PIP5K1A
PSMC2	1	ELOC
IRF9	-1	FOS
TSPYL2	1	MAPK3
EIF5B	1	RPL5
KITLG	1	SH2B2
NFKB1	-1	NSMAF
HASPIN	1	FGFR1
SMARCC1	1	GTF3A
ROCK2	1	PRKCZ
MTOR	1	CYCS
LAMA3	1	CTTN
PRKCA	1	PTPA
DYRK2	1	VHL
RAC2	1	MAP2K4
SMO	1	GLI3
RAF1	1	ASAP3
MAPK3	-1	YWHAG
STK24	1	NEK6
CDKN1A	1	RAC1
RAC1	1	CDKN1A
IL6R	1	PTPN11
MST1	1	MAPK1
PSMA3	1	CDC26
RIPK1	1	MAP2K4
MAD2L2	-1	ANAPC7
CSNK1E	1	DNM2
HSP90B1	1	BAG1
TRADD	1	TNIK
PKD1	1	SFRP4
BIRC3	1	SMPD1
RPS6KA2	1	CSK
IL1B	1	CDKN1A
TGFB2	1	GREM1
ITGA3	1	CRKL
LDLRAP1	1	GRB2
PSMA6	1	CKS1B
PPP2R1A	-1	F11R
PRKAB1	1	PDK1
ERCC2	1	POLR2E
CDK6	1	SUV39H1
LAMA2	1	ITGB8
PIP5K1C	1	WASL
PSMD13	1	UBE2E1
PRKG1	1	BRCA1
NECTIN3	1	PTK2
ITGAV	1	MAPK3
TFDP1	-1	UXT
CCNB1	1	RASGRF1
RASGRF1	1	CCNB1
RAE1	1	KPNA1
CXCL12	1	JAK2
RASD1	-1	APBB1
COPS5	-1	RBM39
DUSP8	-1	MAPK11
CAPNS1	1	ITGB1
SH3BP2	1	PTHLH
FZD1	1	LEF1
PSMB4	1	CDC26
CDK2	-1	E2F2
PRKACB	1	PPARA
LAMC2	1	ITGA4
GATA2	1	EDN1
LAMC2	1	ITGA2B
EGF	1	PPP2R1A
MAP4K4	1	IKBKG
GK	1	VIM
BUB3	-1	ANAPC7
CAMKK2	1	CAMK2B
CLK1	1	PPP1R13L
LAMA1	1	GRB2
NOG	-1	AMH
MYD88	1	NGFR
CSNK1D	-1	GLI1
MZF1	-1	RBM39
VEGFA	1	FES
CXCL12	1	SERPINE1
PPP3CA	-1	TUBB
CAMK2D	1	CTTN
CASP8	1	EIF4G2
PSMA3	1	ANAPC10
TYK2	1	NPM1
PRKCE	1	FLNA
PSMD7	1	RBX1
SH3GLB1	1	EGF
KIF20A	1	CDCA8
RPS6KB1	1	YWHAE
MET	1	CDH2
NUP214	1	SLBP
NUP50	1	DDX20
BDNF	1	NFKB1
FGF1	1	PLCG1
CREBBP	1	EDN1
RELN	1	RAPGEF1
FGFR4	1	COPS6
RRAS	1	PIK3CA
PSMC1	1	UBE2E1
CYBA	1	NOX4
CISH	-1	JAK1
BIRC2	-1	APAF1
